class,word,count,probability
pos,worm,17,4.905270568953677e-05
pos,network,17,4.905270568953677e-05
pos,receives,17,4.905270568953677e-05
pos,buck,17,4.905270568953677e-05
pos,craig,17,4.905270568953677e-05
pos,samuel,17,4.905270568953677e-05
pos,charged,17,4.905270568953677e-05
pos,gump,17,4.905270568953677e-05
pos,reed,17,4.905270568953677e-05
pos,africans,17,4.905270568953677e-05
pos,florida,17,4.905270568953677e-05
pos,landscape,17,4.905270568953677e-05
pos,lesbian,17,4.905270568953677e-05
pos,sly,17,4.905270568953677e-05
pos,divorce,17,4.905270568953677e-05
pos,finn,17,4.905270568953677e-05
pos,intricate,17,4.905270568953677e-05
pos,waters,17,4.905270568953677e-05
pos,sadly,17,4.905270568953677e-05
pos,inspector,17,4.905270568953677e-05
pos,domestic,17,4.905270568953677e-05
pos,muse,17,4.905270568953677e-05
pos,executed,17,4.905270568953677e-05
pos,burbank,17,4.905270568953677e-05
pos,previews,17,4.905270568953677e-05
pos,peaceful,17,4.905270568953677e-05
pos,trash,17,4.905270568953677e-05
pos,departure,17,4.905270568953677e-05
pos,react,17,4.905270568953677e-05
pos,apple,17,4.905270568953677e-05
pos,brosnan,17,4.905270568953677e-05
neg,cooking,15,4.904573351164182e-05
neg,arkin,15,4.904573351164182e-05
neg,beloved,15,4.904573351164182e-05
neg,accomplished,15,4.904573351164182e-05
neg,troubled,15,4.904573351164182e-05
neg,fisherman,15,4.904573351164182e-05
neg,millionaire,15,4.904573351164182e-05
neg,ellen,15,4.904573351164182e-05
neg,cream,15,4.904573351164182e-05
neg,benefit,15,4.904573351164182e-05
neg,false,15,4.904573351164182e-05
neg,ransom,15,4.904573351164182e-05
neg,investigator,15,4.904573351164182e-05
neg,grave,15,4.904573351164182e-05
neg,peel,15,4.904573351164182e-05
neg,brains,15,4.904573351164182e-05
neg,inexplicably,15,4.904573351164182e-05
neg,francis,15,4.904573351164182e-05
neg,safety,15,4.904573351164182e-05
neg,sketch,15,4.904573351164182e-05
neg,femme,15,4.904573351164182e-05
neg,broad,15,4.904573351164182e-05
neg,beats,15,4.904573351164182e-05
neg,musketeers,15,4.904573351164182e-05
neg,annoyed,15,4.904573351164182e-05
neg,cousin,15,4.904573351164182e-05
neg,judging,15,4.904573351164182e-05
neg,wake,15,4.904573351164182e-05
neg,knife,15,4.904573351164182e-05
neg,charlize,15,4.904573351164182e-05
neg,dragon,15,4.904573351164182e-05
neg,shape,15,4.904573351164182e-05
neg,honor,15,4.904573351164182e-05
neg,flair,15,4.904573351164182e-05
neg,heck,15,4.904573351164182e-05
neg,bet,15,4.904573351164182e-05
neg,possesses,15,4.904573351164182e-05
neg,sidney,15,4.904573351164182e-05
neg,bullets,15,4.904573351164182e-05
neg,guest,15,4.904573351164182e-05
neg,interviews,15,4.904573351164182e-05
neg,hopelessly,15,4.904573351164182e-05
neg,traditional,15,4.904573351164182e-05
neg,lying,15,4.904573351164182e-05
neg,larger,15,4.904573351164182e-05
neg,joy,15,4.904573351164182e-05
neg,guts,15,4.904573351164182e-05
neg,facial,15,4.904573351164182e-05
neg,cheating,15,4.904573351164182e-05
neg,damage,15,4.904573351164182e-05
neg,silver,15,4.904573351164182e-05
neg,dealer,15,4.904573351164182e-05
neg,prevent,15,4.904573351164182e-05
neg,believed,15,4.904573351164182e-05
neg,hockey,15,4.904573351164182e-05
neg,bros,15,4.904573351164182e-05
neg,flawed,15,4.904573351164182e-05
neg,intention,15,4.904573351164182e-05
neg,mimic,15,4.904573351164182e-05
neg,worthless,15,4.904573351164182e-05
neg,firm,15,4.904573351164182e-05
neg,casino,15,4.904573351164182e-05
neg,walken,15,4.904573351164182e-05
neg,superhero,15,4.904573351164182e-05
neg,farrelly,15,4.904573351164182e-05
neg,manic,15,4.904573351164182e-05
neg,strangers,15,4.904573351164182e-05
neg,satisfy,15,4.904573351164182e-05
neg,cole,15,4.904573351164182e-05
neg,opened,15,4.904573351164182e-05
neg,developing,15,4.904573351164182e-05
neg,fool,15,4.904573351164182e-05
neg,drops,15,4.904573351164182e-05
neg,choreographed,15,4.904573351164182e-05
neg,jersey,15,4.904573351164182e-05
neg,inner,15,4.904573351164182e-05
neg,drew,15,4.904573351164182e-05
neg,jealous,15,4.904573351164182e-05
neg,dien,15,4.904573351164182e-05
neg,string,15,4.904573351164182e-05
neg,lands,15,4.904573351164182e-05
neg,remote,15,4.904573351164182e-05
neg,walls,15,4.904573351164182e-05
neg,tarantino,15,4.904573351164182e-05
neg,enter,15,4.904573351164182e-05
neg,treats,15,4.904573351164182e-05
neg,enterprise,15,4.904573351164182e-05
neg,highlander,15,4.904573351164182e-05
neg,nightmares,15,4.904573351164182e-05
neg,rely,15,4.904573351164182e-05
neg,buscemi,15,4.904573351164182e-05
neg,stahl,15,4.904573351164182e-05
neg,possibilities,15,4.904573351164182e-05
neg,convention,15,4.904573351164182e-05
neg,moronic,15,4.904573351164182e-05
neg,devoid,15,4.904573351164182e-05
neg,odds,15,4.904573351164182e-05
neg,airplane,15,4.904573351164182e-05
neg,arthur,15,4.904573351164182e-05
neg,ships,15,4.904573351164182e-05
neg,bumbling,15,4.904573351164182e-05
neg,molly,15,4.904573351164182e-05
neg,combat,15,4.904573351164182e-05
neg,fishing,15,4.904573351164182e-05
neg,foul,15,4.904573351164182e-05
neg,survivors,15,4.904573351164182e-05
neg,overacting,15,4.904573351164182e-05
neg,runner,15,4.904573351164182e-05
neg,drunken,15,4.904573351164182e-05
neg,package,15,4.904573351164182e-05
neg,returned,15,4.904573351164182e-05
neg,monsters,15,4.904573351164182e-05
neg,thugs,15,4.904573351164182e-05
neg,hawk,15,4.904573351164182e-05
neg,principal,15,4.904573351164182e-05
neg,payback,15,4.904573351164182e-05
neg,lifted,15,4.904573351164182e-05
neg,revelation,15,4.904573351164182e-05
neg,promised,15,4.904573351164182e-05
neg,compensate,15,4.904573351164182e-05
neg,cab,15,4.904573351164182e-05
neg,irony,15,4.904573351164182e-05
neg,barbara,15,4.904573351164182e-05
neg,underground,15,4.904573351164182e-05
neg,mistakes,15,4.904573351164182e-05
neg,exorcist,15,4.904573351164182e-05
neg,monica,15,4.904573351164182e-05
neg,personally,15,4.904573351164182e-05
neg,performing,15,4.904573351164182e-05
neg,suffered,15,4.904573351164182e-05
neg,cheese,15,4.904573351164182e-05
neg,broadcast,15,4.904573351164182e-05
neg,illogical,15,4.904573351164182e-05
neg,print,15,4.904573351164182e-05
neg,orders,15,4.904573351164182e-05
neg,lara,15,4.904573351164182e-05
neg,asteroid,15,4.904573351164182e-05
neg,shadows,15,4.904573351164182e-05
neg,corrupt,15,4.904573351164182e-05
neg,lonely,15,4.904573351164182e-05
neg,gayheart,15,4.904573351164182e-05
neg,ross,15,4.904573351164182e-05
neg,reduced,15,4.904573351164182e-05
neg,midnight,15,4.904573351164182e-05
neg,touches,15,4.904573351164182e-05
neg,busy,15,4.904573351164182e-05
neg,push,15,4.904573351164182e-05
neg,spare,15,4.904573351164182e-05
neg,via,15,4.904573351164182e-05
neg,loosely,15,4.904573351164182e-05
neg,stuart,15,4.904573351164182e-05
neg,illegal,15,4.904573351164182e-05
neg,mohr,15,4.904573351164182e-05
neg,lab,15,4.904573351164182e-05
neg,receives,15,4.904573351164182e-05
neg,improvement,15,4.904573351164182e-05
neg,stayed,15,4.904573351164182e-05
neg,committed,15,4.904573351164182e-05
neg,parade,15,4.904573351164182e-05
neg,nicholas,15,4.904573351164182e-05
neg,gimmick,15,4.904573351164182e-05
neg,harder,15,4.904573351164182e-05
neg,lauren,15,4.904573351164182e-05
neg,colorful,15,4.904573351164182e-05
neg,meaningful,15,4.904573351164182e-05
neg,preston,15,4.904573351164182e-05
neg,sentence,15,4.904573351164182e-05
neg,assault,15,4.904573351164182e-05
neg,covers,15,4.904573351164182e-05
neg,sadistic,15,4.904573351164182e-05
neg,proceeds,15,4.904573351164182e-05
neg,uncomfortable,15,4.904573351164182e-05
neg,soft,15,4.904573351164182e-05
neg,adolescent,15,4.904573351164182e-05
neg,glory,15,4.904573351164182e-05
neg,degenerates,15,4.904573351164182e-05
neg,plastic,15,4.904573351164182e-05
neg,ignore,15,4.904573351164182e-05
neg,credible,15,4.904573351164182e-05
neg,wishes,15,4.904573351164182e-05
neg,proof,15,4.904573351164182e-05
neg,dancer,15,4.904573351164182e-05
neg,murderer,15,4.904573351164182e-05
pos,stereotypical,16,4.6167252413681665e-05
pos,screaming,16,4.6167252413681665e-05
pos,boiler,16,4.6167252413681665e-05
pos,minnie,16,4.6167252413681665e-05
pos,opposed,16,4.6167252413681665e-05
pos,gratuitous,16,4.6167252413681665e-05
pos,respective,16,4.6167252413681665e-05
pos,lane,16,4.6167252413681665e-05
pos,detectives,16,4.6167252413681665e-05
pos,tape,16,4.6167252413681665e-05
pos,patterns,16,4.6167252413681665e-05
pos,newest,16,4.6167252413681665e-05
pos,wen,16,4.6167252413681665e-05
pos,understated,16,4.6167252413681665e-05
pos,wasted,16,4.6167252413681665e-05
pos,shared,16,4.6167252413681665e-05
pos,tomorrow,16,4.6167252413681665e-05
pos,appreciated,16,4.6167252413681665e-05
pos,burst,16,4.6167252413681665e-05
pos,verbal,16,4.6167252413681665e-05
pos,francis,16,4.6167252413681665e-05
pos,pool,16,4.6167252413681665e-05
pos,phrase,16,4.6167252413681665e-05
pos,roommates,16,4.6167252413681665e-05
pos,forster,16,4.6167252413681665e-05
pos,silence,16,4.6167252413681665e-05
pos,gene,16,4.6167252413681665e-05
pos,pulling,16,4.6167252413681665e-05
pos,ashley,16,4.6167252413681665e-05
pos,headed,16,4.6167252413681665e-05
pos,reza,16,4.6167252413681665e-05
pos,exceptions,16,4.6167252413681665e-05
pos,realizing,16,4.6167252413681665e-05
pos,royal,16,4.6167252413681665e-05
pos,shoes,16,4.6167252413681665e-05
pos,heartfelt,16,4.6167252413681665e-05
pos,cure,16,4.6167252413681665e-05
pos,portraying,16,4.6167252413681665e-05
pos,reached,16,4.6167252413681665e-05
pos,occasion,16,4.6167252413681665e-05
pos,description,16,4.6167252413681665e-05
pos,saturday,16,4.6167252413681665e-05
pos,grandmother,16,4.6167252413681665e-05
pos,possesses,16,4.6167252413681665e-05
pos,hackman,16,4.6167252413681665e-05
pos,newcomer,16,4.6167252413681665e-05
pos,lighthearted,16,4.6167252413681665e-05
pos,joker,16,4.6167252413681665e-05
pos,nicole,16,4.6167252413681665e-05
pos,sun,16,4.6167252413681665e-05
pos,introduction,16,4.6167252413681665e-05
pos,loyalty,16,4.6167252413681665e-05
pos,reunion,16,4.6167252413681665e-05
pos,folk,16,4.6167252413681665e-05
pos,guts,16,4.6167252413681665e-05
pos,geoffrey,16,4.6167252413681665e-05
pos,champion,16,4.6167252413681665e-05
pos,ruthless,16,4.6167252413681665e-05
pos,dora,16,4.6167252413681665e-05
pos,uma,16,4.6167252413681665e-05
pos,despair,16,4.6167252413681665e-05
pos,rousing,16,4.6167252413681665e-05
pos,rooting,16,4.6167252413681665e-05
pos,buying,16,4.6167252413681665e-05
pos,carver,16,4.6167252413681665e-05
pos,ad,16,4.6167252413681665e-05
pos,fraser,16,4.6167252413681665e-05
pos,session,16,4.6167252413681665e-05
pos,reynolds,16,4.6167252413681665e-05
pos,lush,16,4.6167252413681665e-05
pos,sliding,16,4.6167252413681665e-05
pos,con,16,4.6167252413681665e-05
pos,farquaad,16,4.6167252413681665e-05
pos,natasha,16,4.6167252413681665e-05
pos,developing,16,4.6167252413681665e-05
pos,partly,16,4.6167252413681665e-05
pos,visits,16,4.6167252413681665e-05
pos,kick,16,4.6167252413681665e-05
pos,candy,16,4.6167252413681665e-05
pos,naboo,16,4.6167252413681665e-05
pos,recognized,16,4.6167252413681665e-05
pos,lucy,16,4.6167252413681665e-05
pos,messages,16,4.6167252413681665e-05
pos,jealous,16,4.6167252413681665e-05
pos,fashioned,16,4.6167252413681665e-05
pos,string,16,4.6167252413681665e-05
pos,pink,16,4.6167252413681665e-05
pos,venture,16,4.6167252413681665e-05
pos,honesty,16,4.6167252413681665e-05
pos,lopez,16,4.6167252413681665e-05
pos,odyssey,16,4.6167252413681665e-05
pos,airport,16,4.6167252413681665e-05
pos,sitcom,16,4.6167252413681665e-05
pos,hated,16,4.6167252413681665e-05
pos,wakes,16,4.6167252413681665e-05
pos,comfortable,16,4.6167252413681665e-05
pos,techniques,16,4.6167252413681665e-05
pos,citizen,16,4.6167252413681665e-05
pos,bug,16,4.6167252413681665e-05
pos,entertained,16,4.6167252413681665e-05
pos,demanding,16,4.6167252413681665e-05
pos,bening,16,4.6167252413681665e-05
pos,containing,16,4.6167252413681665e-05
pos,specific,16,4.6167252413681665e-05
pos,cooper,16,4.6167252413681665e-05
pos,medium,16,4.6167252413681665e-05
pos,gerard,16,4.6167252413681665e-05
pos,hughes,16,4.6167252413681665e-05
pos,shifts,16,4.6167252413681665e-05
pos,strict,16,4.6167252413681665e-05
pos,vaguely,16,4.6167252413681665e-05
pos,understood,16,4.6167252413681665e-05
pos,mundane,16,4.6167252413681665e-05
pos,desires,16,4.6167252413681665e-05
pos,entry,16,4.6167252413681665e-05
pos,lessons,16,4.6167252413681665e-05
pos,debt,16,4.6167252413681665e-05
pos,hen,16,4.6167252413681665e-05
pos,keanu,16,4.6167252413681665e-05
pos,sucked,16,4.6167252413681665e-05
pos,forrest,16,4.6167252413681665e-05
pos,cia,16,4.6167252413681665e-05
pos,trite,16,4.6167252413681665e-05
pos,slip,16,4.6167252413681665e-05
pos,warner,16,4.6167252413681665e-05
pos,japan,16,4.6167252413681665e-05
pos,highlights,16,4.6167252413681665e-05
pos,covering,16,4.6167252413681665e-05
pos,boxer,16,4.6167252413681665e-05
pos,popularity,16,4.6167252413681665e-05
pos,turturro,16,4.6167252413681665e-05
pos,clown,16,4.6167252413681665e-05
pos,extras,16,4.6167252413681665e-05
pos,therapy,16,4.6167252413681665e-05
pos,velvet,16,4.6167252413681665e-05
pos,distance,16,4.6167252413681665e-05
pos,mankind,16,4.6167252413681665e-05
pos,solve,16,4.6167252413681665e-05
pos,selfish,16,4.6167252413681665e-05
pos,returning,16,4.6167252413681665e-05
pos,abandon,16,4.6167252413681665e-05
pos,slips,16,4.6167252413681665e-05
pos,exploration,16,4.6167252413681665e-05
pos,upcoming,16,4.6167252413681665e-05
pos,bull,16,4.6167252413681665e-05
pos,soviet,16,4.6167252413681665e-05
pos,ideals,16,4.6167252413681665e-05
pos,attempted,16,4.6167252413681665e-05
pos,releases,16,4.6167252413681665e-05
pos,population,16,4.6167252413681665e-05
pos,federal,16,4.6167252413681665e-05
pos,thematic,16,4.6167252413681665e-05
pos,proceed,16,4.6167252413681665e-05
pos,achieves,16,4.6167252413681665e-05
pos,chickens,16,4.6167252413681665e-05
pos,workers,16,4.6167252413681665e-05
pos,deniro,16,4.6167252413681665e-05
pos,honestly,16,4.6167252413681665e-05
pos,miami,16,4.6167252413681665e-05
pos,ranks,16,4.6167252413681665e-05
pos,accomplishment,16,4.6167252413681665e-05
pos,admirable,16,4.6167252413681665e-05
pos,unexpectedly,16,4.6167252413681665e-05
pos,parallels,16,4.6167252413681665e-05
pos,besides,16,4.6167252413681665e-05
pos,taran,16,4.6167252413681665e-05
pos,temple,16,4.6167252413681665e-05
pos,centers,16,4.6167252413681665e-05
pos,coens,16,4.6167252413681665e-05
pos,benigni,16,4.6167252413681665e-05
pos,hiding,16,4.6167252413681665e-05
pos,admits,16,4.6167252413681665e-05
pos,marketing,16,4.6167252413681665e-05
pos,clue,16,4.6167252413681665e-05
pos,oscars,16,4.6167252413681665e-05
pos,revolutionary,16,4.6167252413681665e-05
pos,daisy,16,4.6167252413681665e-05
pos,concentration,16,4.6167252413681665e-05
pos,circle,16,4.6167252413681665e-05
pos,territory,16,4.6167252413681665e-05
pos,foley,16,4.6167252413681665e-05
pos,sake,16,4.6167252413681665e-05
pos,nicholas,16,4.6167252413681665e-05
pos,crazed,16,4.6167252413681665e-05
pos,masters,16,4.6167252413681665e-05
pos,sings,16,4.6167252413681665e-05
pos,denise,16,4.6167252413681665e-05
pos,instinct,16,4.6167252413681665e-05
pos,sentence,16,4.6167252413681665e-05
pos,predict,16,4.6167252413681665e-05
pos,tyler,16,4.6167252413681665e-05
pos,switch,16,4.6167252413681665e-05
pos,spectacle,16,4.6167252413681665e-05
pos,hostage,16,4.6167252413681665e-05
pos,downey,16,4.6167252413681665e-05
pos,hysterical,16,4.6167252413681665e-05
pos,broderick,16,4.6167252413681665e-05
pos,response,16,4.6167252413681665e-05
pos,hoped,16,4.6167252413681665e-05
pos,tunnel,16,4.6167252413681665e-05
pos,text,16,4.6167252413681665e-05
pos,janet,16,4.6167252413681665e-05
pos,industrial,16,4.6167252413681665e-05
pos,philosophical,16,4.6167252413681665e-05
pos,isolated,16,4.6167252413681665e-05
pos,bathroom,16,4.6167252413681665e-05
pos,charlie,16,4.6167252413681665e-05
pos,neighbors,16,4.6167252413681665e-05
pos,senior,16,4.6167252413681665e-05
pos,cities,16,4.6167252413681665e-05
pos,reminder,16,4.6167252413681665e-05
pos,symbol,16,4.6167252413681665e-05
pos,convinces,16,4.6167252413681665e-05
pos,arm,16,4.6167252413681665e-05
pos,rid,16,4.6167252413681665e-05
pos,prom,16,4.6167252413681665e-05
neg,ahmed,14,4.5776017944199034e-05
neg,awards,14,4.5776017944199034e-05
neg,tracking,14,4.5776017944199034e-05
neg,rage,14,4.5776017944199034e-05
neg,watches,14,4.5776017944199034e-05
neg,puppy,14,4.5776017944199034e-05
neg,insane,14,4.5776017944199034e-05
neg,admire,14,4.5776017944199034e-05
neg,deserved,14,4.5776017944199034e-05
neg,influence,14,4.5776017944199034e-05
neg,confidence,14,4.5776017944199034e-05
neg,stomach,14,4.5776017944199034e-05
neg,madsen,14,4.5776017944199034e-05
neg,stinks,14,4.5776017944199034e-05
neg,reasonable,14,4.5776017944199034e-05
neg,maniac,14,4.5776017944199034e-05
neg,subjects,14,4.5776017944199034e-05
neg,scripts,14,4.5776017944199034e-05
neg,shares,14,4.5776017944199034e-05
neg,respectable,14,4.5776017944199034e-05
neg,absence,14,4.5776017944199034e-05
neg,curtis,14,4.5776017944199034e-05
neg,visions,14,4.5776017944199034e-05
neg,fears,14,4.5776017944199034e-05
neg,controlled,14,4.5776017944199034e-05
neg,north,14,4.5776017944199034e-05
neg,fantastic,14,4.5776017944199034e-05
neg,confrontation,14,4.5776017944199034e-05
neg,expressions,14,4.5776017944199034e-05
neg,idiots,14,4.5776017944199034e-05
neg,foolish,14,4.5776017944199034e-05
neg,reputation,14,4.5776017944199034e-05
neg,perfection,14,4.5776017944199034e-05
neg,equal,14,4.5776017944199034e-05
neg,fright,14,4.5776017944199034e-05
neg,frustrating,14,4.5776017944199034e-05
neg,suvari,14,4.5776017944199034e-05
neg,screenwriting,14,4.5776017944199034e-05
neg,crisis,14,4.5776017944199034e-05
neg,andy,14,4.5776017944199034e-05
neg,believing,14,4.5776017944199034e-05
neg,jericho,14,4.5776017944199034e-05
neg,decisions,14,4.5776017944199034e-05
neg,glimpse,14,4.5776017944199034e-05
neg,alcohol,14,4.5776017944199034e-05
neg,flight,14,4.5776017944199034e-05
neg,counting,14,4.5776017944199034e-05
neg,crude,14,4.5776017944199034e-05
neg,bought,14,4.5776017944199034e-05
neg,payoff,14,4.5776017944199034e-05
neg,juvenile,14,4.5776017944199034e-05
neg,proven,14,4.5776017944199034e-05
neg,subway,14,4.5776017944199034e-05
neg,contained,14,4.5776017944199034e-05
neg,pacino,14,4.5776017944199034e-05
neg,contrast,14,4.5776017944199034e-05
neg,messages,14,4.5776017944199034e-05
neg,highway,14,4.5776017944199034e-05
neg,specifically,14,4.5776017944199034e-05
neg,engage,14,4.5776017944199034e-05
neg,occurred,14,4.5776017944199034e-05
neg,banal,14,4.5776017944199034e-05
neg,variety,14,4.5776017944199034e-05
neg,pursuit,14,4.5776017944199034e-05
neg,smoke,14,4.5776017944199034e-05
neg,ex,14,4.5776017944199034e-05
neg,concern,14,4.5776017944199034e-05
neg,hire,14,4.5776017944199034e-05
neg,gambling,14,4.5776017944199034e-05
neg,broke,14,4.5776017944199034e-05
neg,bickering,14,4.5776017944199034e-05
neg,dune,14,4.5776017944199034e-05
neg,anymore,14,4.5776017944199034e-05
neg,march,14,4.5776017944199034e-05
neg,border,14,4.5776017944199034e-05
neg,evolution,14,4.5776017944199034e-05
neg,precious,14,4.5776017944199034e-05
neg,accurate,14,4.5776017944199034e-05
neg,candy,14,4.5776017944199034e-05
neg,momentum,14,4.5776017944199034e-05
neg,lizard,14,4.5776017944199034e-05
neg,intellectual,14,4.5776017944199034e-05
neg,sticks,14,4.5776017944199034e-05
neg,troops,14,4.5776017944199034e-05
neg,ricci,14,4.5776017944199034e-05
neg,compare,14,4.5776017944199034e-05
neg,sexuality,14,4.5776017944199034e-05
neg,hackneyed,14,4.5776017944199034e-05
neg,byrne,14,4.5776017944199034e-05
neg,abuse,14,4.5776017944199034e-05
neg,buster,14,4.5776017944199034e-05
neg,beaten,14,4.5776017944199034e-05
neg,flop,14,4.5776017944199034e-05
neg,stereotype,14,4.5776017944199034e-05
neg,heat,14,4.5776017944199034e-05
neg,croft,14,4.5776017944199034e-05
neg,angelina,14,4.5776017944199034e-05
neg,groups,14,4.5776017944199034e-05
neg,caine,14,4.5776017944199034e-05
neg,realism,14,4.5776017944199034e-05
neg,janssen,14,4.5776017944199034e-05
neg,grandfather,14,4.5776017944199034e-05
neg,tea,14,4.5776017944199034e-05
neg,wayans,14,4.5776017944199034e-05
neg,proverbial,14,4.5776017944199034e-05
neg,predator,14,4.5776017944199034e-05
neg,sylvester,14,4.5776017944199034e-05
neg,vaguely,14,4.5776017944199034e-05
neg,jewel,14,4.5776017944199034e-05
neg,melvin,14,4.5776017944199034e-05
neg,sleepy,14,4.5776017944199034e-05
neg,lange,14,4.5776017944199034e-05
neg,understanding,14,4.5776017944199034e-05
neg,torn,14,4.5776017944199034e-05
neg,damned,14,4.5776017944199034e-05
neg,buried,14,4.5776017944199034e-05
neg,ironically,14,4.5776017944199034e-05
neg,merit,14,4.5776017944199034e-05
neg,waves,14,4.5776017944199034e-05
neg,demons,14,4.5776017944199034e-05
neg,reliable,14,4.5776017944199034e-05
neg,kathleen,14,4.5776017944199034e-05
neg,astronauts,14,4.5776017944199034e-05
neg,holmes,14,4.5776017944199034e-05
neg,courtesy,14,4.5776017944199034e-05
neg,irish,14,4.5776017944199034e-05
neg,aid,14,4.5776017944199034e-05
neg,hannah,14,4.5776017944199034e-05
neg,havoc,14,4.5776017944199034e-05
neg,displayed,14,4.5776017944199034e-05
neg,forms,14,4.5776017944199034e-05
neg,chuckles,14,4.5776017944199034e-05
neg,amusement,14,4.5776017944199034e-05
neg,mona,14,4.5776017944199034e-05
neg,noble,14,4.5776017944199034e-05
neg,equivalent,14,4.5776017944199034e-05
neg,wrestlers,14,4.5776017944199034e-05
neg,savage,14,4.5776017944199034e-05
neg,overlong,14,4.5776017944199034e-05
neg,bronson,14,4.5776017944199034e-05
neg,guide,14,4.5776017944199034e-05
neg,distance,14,4.5776017944199034e-05
neg,seek,14,4.5776017944199034e-05
neg,mouse,14,4.5776017944199034e-05
neg,perfunctory,14,4.5776017944199034e-05
neg,conveniently,14,4.5776017944199034e-05
neg,duvall,14,4.5776017944199034e-05
neg,dutch,14,4.5776017944199034e-05
neg,sophisticated,14,4.5776017944199034e-05
neg,selfish,14,4.5776017944199034e-05
neg,doctors,14,4.5776017944199034e-05
neg,majority,14,4.5776017944199034e-05
neg,butcher,14,4.5776017944199034e-05
neg,trait,14,4.5776017944199034e-05
neg,normally,14,4.5776017944199034e-05
neg,richards,14,4.5776017944199034e-05
neg,enhanced,14,4.5776017944199034e-05
neg,authority,14,4.5776017944199034e-05
neg,topless,14,4.5776017944199034e-05
neg,preview,14,4.5776017944199034e-05
neg,overbearing,14,4.5776017944199034e-05
neg,cowboy,14,4.5776017944199034e-05
neg,couples,14,4.5776017944199034e-05
neg,crush,14,4.5776017944199034e-05
neg,achieved,14,4.5776017944199034e-05
neg,georgia,14,4.5776017944199034e-05
neg,freak,14,4.5776017944199034e-05
neg,tango,14,4.5776017944199034e-05
neg,tears,14,4.5776017944199034e-05
neg,arrival,14,4.5776017944199034e-05
neg,blah,14,4.5776017944199034e-05
neg,sides,14,4.5776017944199034e-05
neg,trade,14,4.5776017944199034e-05
neg,cuba,14,4.5776017944199034e-05
neg,river,14,4.5776017944199034e-05
neg,load,14,4.5776017944199034e-05
neg,crying,14,4.5776017944199034e-05
neg,energetic,14,4.5776017944199034e-05
neg,torture,14,4.5776017944199034e-05
neg,popcorn,14,4.5776017944199034e-05
neg,shue,14,4.5776017944199034e-05
neg,glaring,14,4.5776017944199034e-05
neg,unwatchable,14,4.5776017944199034e-05
neg,circles,14,4.5776017944199034e-05
neg,clues,14,4.5776017944199034e-05
neg,southern,14,4.5776017944199034e-05
neg,enjoyment,14,4.5776017944199034e-05
neg,assassin,14,4.5776017944199034e-05
neg,involvement,14,4.5776017944199034e-05
neg,costner,14,4.5776017944199034e-05
neg,liu,14,4.5776017944199034e-05
neg,silverstone,14,4.5776017944199034e-05
neg,smithee,14,4.5776017944199034e-05
neg,teaching,14,4.5776017944199034e-05
neg,lesbian,14,4.5776017944199034e-05
neg,bay,14,4.5776017944199034e-05
neg,warden,14,4.5776017944199034e-05
neg,nicolas,14,4.5776017944199034e-05
neg,mild,14,4.5776017944199034e-05
neg,mile,14,4.5776017944199034e-05
neg,technique,14,4.5776017944199034e-05
neg,disgusting,14,4.5776017944199034e-05
neg,claim,14,4.5776017944199034e-05
neg,correct,14,4.5776017944199034e-05
neg,shopping,14,4.5776017944199034e-05
neg,mod,14,4.5776017944199034e-05
neg,divorce,14,4.5776017944199034e-05
neg,youth,14,4.5776017944199034e-05
neg,ages,14,4.5776017944199034e-05
neg,trilogy,14,4.5776017944199034e-05
neg,tunney,14,4.5776017944199034e-05
neg,bones,14,4.5776017944199034e-05
neg,chased,14,4.5776017944199034e-05
neg,text,14,4.5776017944199034e-05
neg,calling,14,4.5776017944199034e-05
neg,progress,14,4.5776017944199034e-05
neg,karen,14,4.5776017944199034e-05
neg,craft,14,4.5776017944199034e-05
neg,puzzle,14,4.5776017944199034e-05
neg,differences,14,4.5776017944199034e-05
neg,factory,14,4.5776017944199034e-05
neg,previews,14,4.5776017944199034e-05
neg,slick,14,4.5776017944199034e-05
neg,determine,14,4.5776017944199034e-05
neg,abyss,14,4.5776017944199034e-05
neg,separate,14,4.5776017944199034e-05
neg,threat,14,4.5776017944199034e-05
neg,initially,14,4.5776017944199034e-05
neg,heckerling,14,4.5776017944199034e-05
neg,thousands,14,4.5776017944199034e-05
neg,famke,14,4.5776017944199034e-05
pos,dinosaurs,15,4.328179913782656e-05
pos,dave,15,4.328179913782656e-05
pos,doubts,15,4.328179913782656e-05
pos,convincingly,15,4.328179913782656e-05
pos,devito,15,4.328179913782656e-05
pos,harvey,15,4.328179913782656e-05
pos,enjoys,15,4.328179913782656e-05
pos,menacing,15,4.328179913782656e-05
pos,dimension,15,4.328179913782656e-05
pos,understands,15,4.328179913782656e-05
pos,sunny,15,4.328179913782656e-05
pos,terrorists,15,4.328179913782656e-05
pos,confidence,15,4.328179913782656e-05
pos,stardom,15,4.328179913782656e-05
pos,separated,15,4.328179913782656e-05
pos,coffee,15,4.328179913782656e-05
pos,turmoil,15,4.328179913782656e-05
pos,sorvino,15,4.328179913782656e-05
pos,maximum,15,4.328179913782656e-05
pos,giles,15,4.328179913782656e-05
pos,lounge,15,4.328179913782656e-05
pos,raped,15,4.328179913782656e-05
pos,brains,15,4.328179913782656e-05
pos,scum,15,4.328179913782656e-05
pos,conviction,15,4.328179913782656e-05
pos,heroic,15,4.328179913782656e-05
